id,parent_id,elapsed_ns,span_name,file_name,call_depth,metadata
137359788634800130,137359788634800129,133771,process,trace-to-events/src/processing.rs,2,{}
137359788634800130,137359788634800129,248472,process,trace-to-events/src/processing.rs,2,{}
137359788634800129,0,417603,Trace Source Message,trace-to-events/src/main.rs,1,{}
90072817181130754,90072817181130753,97822,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"54"; "sample_time":"1"}
90072817181130753,139611588448485378,114540,find_channel_events,trace-to-events/src/processing.rs,3,{}
139611588448485378,139611588448485377,75000,process,trace-to-events/src/processing.rs,2,{}
4507722795974658,4507722795974657,66050,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"8"; "sample_time":"1"}
4507722795974657,139611588448485378,93052,find_channel_events,trace-to-events/src/processing.rs,3,{}
139611588448485378,139611588448485377,103022,process,trace-to-events/src/processing.rs,2,{}
132856738763243522,132856738763243521,124862,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"24"; "sample_time":"1"}
83319891641237506,83319891641237505,101511,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"10"; "sample_time":"1"}
128354238647500802,128354238647500801,133442,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"50"; "sample_time":"1"}
83319891641237505,139611588448485378,115812,find_channel_events,trace-to-events/src/processing.rs,3,{}
128354238647500801,139611588448485378,143491,find_channel_events,trace-to-events/src/processing.rs,3,{}
139611588448485378,139611588448485377,123361,process,trace-to-events/src/processing.rs,2,{}
132856738763243521,139611588448485378,142911,find_channel_events,trace-to-events/src/processing.rs,3,{}
139611588448485378,139611588448485377,126481,process,trace-to-events/src/processing.rs,2,{}
139611588448485378,139611588448485377,133651,process,trace-to-events/src/processing.rs,2,{}
9009398277996546,9009398277996545,128921,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"53"; "sample_time":"1"}
69807718369591298,69807718369591297,133830,find_fixed_threshold_events,trace-to-events/src/processing.rs,4,{"num_pulses":"21"; "sample_time":"1"}
